Fecha de venta,Ciudad,Producto,Precio unitario,Cantidad,Monto total,Cliente,Email,ID de orden
15/10/24,Medellín,Tablet-Mini-4GB,68,3,204.00,Mariana Jeronimo Partida Tejeda,cristobal02@frias-mojica.biz,50843e6d-c79e-434b-87b9-c3050b4bcc8f
15/10/24,CALI,Teléfono-Gama baja-32GB,571.73,4,"2,286.92",Alma Galvan,magdalena44@industrias.com,bddbebd3-8d7c-4f54-b99a-707a32de78d9
15/10/24,bogotá,Auriculares-Con cable-32GB,2009.75,2,"4,019.50",Lic. Santiago Montenegro,onavarro@proyectos.com,a65e1da8-d4c4-4925-b15a-eefb65f84daa
15/10/24,Guadalajara,Auriculares-Bluetooth-16GB,2289.42,4,"9,157.68",Jorge Sepúlveda,uferrer@gmail.com,44eb6606-bfe9-426e-8e4f-c7683d27a64a
15/10/24,monterrey,Tablet-Pro-16GB,1414.97,1,"1,414.97",Fernando Almanza Duran,valmonte@gmail.com,b033c422-b86e-4729-a448-c047ea02bb69
15/10/24,CALI,Laptop-Ultraliviana-16GB,2332.8,1,"2,332.80",Sr(a). Camilo Partida,alfredocastro@oquendo.com,c2384374-01f4-4848-97cd-a1327649abfe
15/10/24,CALI,Teléfono-Gama media-32GB,379.5,4,"1,518.00",Ing. Ilse Ocasio,abel08@laboratorios.com,9fa9acba-1ca0-43da-be32-3ee4f9804f9e
15/10/24,monterrey,Teléfono-Gama alta-16GB,2020.01,5,"10,100.05",José Manuél Indira Ledesma Treviño,raquelyanez@hotmail.com,b17b1651-8264-42dd-ac16-7674416db2f4
15/10/24,monterrey,Auriculares-Con cable-32GB,428.56,1,428.56,Vanesa José Santana,javierraya@hotmail.com,165c0023-40a6-48a9-847c-8e2378c194fd
15/10/24,CALI,Tablet-Estándar-16GB,1966.38,5,"9,831.90",Eloisa Orta,yzedillo@despacho.org,8f822140-8a36-4160-bf5d-68a254229e14
15/10/24,Medellín,Laptop-Oficina-8GB,2242.47,4,"8,969.88",Cristal Andrés Gomez,villarebeca@gmail.com,70a2c437-9cb0-4e0b-9cd5-ec6294260bb1
15/10/24,Medellín,Tablet-Estándar-4GB,1896.1,2,"3,792.20",Elena Ballesteros,de-la-torrelorenzo@yahoo.com,36cc47e7-ea9e-410e-ab8c-53adeed2d905
15/10/24,bogotá,Teléfono-Gama media-4GB,829.53,4,"3,318.12",Rocío Villareal,roqueelsa@gmail.com,6c3fead4-1fe5-4288-be37-3b39d5d98304
15/10/24,Medellín,Laptop-Ultraliviana-32GB,2377.34,2,"4,754.68",Natividad Armenta Espino,vcontreras@yahoo.com,a7a8f827-451d-439f-95ca-6682c5127351
16/10/24,Guadalajara,Teléfono-Gama baja-8GB,1614.05,1,"1,614.05",Aurora Esteban Sisneros Centeno,soniapaez@laboratorios.com,8dcb205e-e032-4baa-a658-7e640f07fe1e
16/10/24,monterrey,Tablet-Pro-32GB,1805.81,3,"5,417.43",Lic. Abraham Guillen,delgadogabino@hotmail.com,0a037e7f-e874-4665-a3e4-734c560a30f9
16/10/24,Guadalajara,Tablet-Mini-16GB,1112.48,2,"2,224.96",Sr(a). Aurelio Lemus,garaymarco-antonio@gmail.com,9cba1b15-28fd-439f-af54-d9a1bf7128b0
16/10/24,Guadalajara,Tablet-Pro-16GB,2264.15,5,"11,320.75",Abel Emilio Robledo,trevinoisaac@hotmail.com,1a70ed1b-c3d7-4e03-b54a-3308b332ece5
16/10/24,CALI,Teléfono-Gama baja-16GB,833.39,1,833.39,Mtro. Estela Villanueva,salma61@gmail.com,8cbf9f9b-f7d4-44ca-9484-0940e88fe51a
16/10/24,bogotá,Teléfono-Gama media-4GB,,5,"11,708.85",Enrique Crespo Alvarez,pamela41@grupo.com,6321df0f-9103-4ad4-8571-120df4dd675b
16/10/24,Medellín,Auriculares-Bluetooth-32GB,397.5,2,795.00,Víctor Jaramillo,vallejogustavo@despacho.net,cb4fece9-bf8f-4e7d-8218-b9d826729e46
16/10/24,Ciudad de Mexico,Laptop-Gaming-32GB,100.75,1,100.75,Asuncion Badillo,carlota45@yahoo.com,a279348c-c747-4e18-b056-f066a8c54d22
16/10/24,Ciudad de Mexico,Teléfono-Gama baja-32GB,1268.91,2,"2,537.82",Rosalia Florencia Contreras,olverapamela@yahoo.com,54ac59d8-1eda-4373-bd55-691a4a1a13f9
16/10/24,Ciudad de Mexico,Laptop-Ultraliviana-8GB,903.41,3,"2,710.23",Diego Armando Portillo,rociopalomino@valenzuela.com,278f1d63-6044-406a-b286-8ed51ce0b45a
16/10/24,Medellín,Laptop-Ultraliviana-8GB,259.75,4,"1,039.00",Dr. Diana Olivas,vmesa@valdes-suarez.com,f2f8a751-e6da-4e2b-b90b-7189fd4833ad
17/10/24,Ciudad de Mexico,Auriculares-Bluetooth-8GB,798.65,1,798.65,Rufino Lucero Urrutia,ncastaneda@rico.com,f34bc8a2-d539-45c5-a4cb-e23ab3ad1bf9
17/10/24,monterrey,Teléfono-Gama media-32GB,1937.4,2,"3,874.80",Fabiola Angélica Bravo,correaestefania@yahoo.com,76fde716-641c-4ff4-848c-ade7a38970de
17/10/24,Medellín,Laptop-Oficina-32GB,1866.74,4,"7,466.96",Lourdes Godoy Niño,prietowendolin@abrego-mares.com,8cfb7643-588b-4ac4-8843-ef2886b4bbea
17/10/24,Ciudad de Mexico,Auriculares-Con cable-16GB,1093.69,1,"1,093.69",Guillermina Carbajal,martincandelaria@hotmail.com,f0d38b06-2059-47d6-9f56-aefc70f2727d
17/10/24,monterrey,Teléfono-Gama baja-16GB,2063.13,4,"8,252.52",Leonardo José Luis Manzanares Trujillo,garenas@verduzco.org,969772b7-82a9-4281-b808-f08dbacfaa54
17/10/24,CALI,Tel√©fono-Gama media-8GB,1091.59,5,"5,457.95",Abel Leticia Calderon Gallegos,timoteo70@hotmail.com,92461461-c9c6-41f5-ba8b-7e68bb7088ec
17/10/24,bogotá,Auriculares-Con cable-4GB,271.81,2,,Mauricio Pamela Villegas,jeronimo36@proyectos.info,041c1c21-48c4-49bf-8301-a26b4b366c97
17/10/24,Ciudad de Mexico,Teléfono-Gama media-16GB,2392.27,4,"9,569.08",Josefina Zarate,rosaliabatista@hurtado.com,0db62a2e-44b2-4c21-8063-f5b1546b6955
17/10/24,Guadalajara,Teléfono-Gama baja-4GB,2411.28,4,"9,645.12",Olga Castillo Longoria,cejaantonio@gmail.com,8d1f42be-4310-48c3-951b-e030b1423297
17/10/24,Ciudad de Mexico,Laptop-Oficina-8GB,303.84,1,303.84,Sr(a). Luis Manuel Arriaga,yenivaldes@quesada.com,7fcd384b-a0e3-4e0f-a707-c4a8a1b4c112
17/10/24,CALI,Tablet-Pro-32GB,228.78,1,228.78,Antonio Jesús Vallejo Bravo,uescalante@gmail.com,3a57b856-992a-4aa3-a497-f62acef32235
18/10/24,monterrey,Auriculares-Bluetooth-4GB,721.04,4,"2,884.16",René Rafaél Rocha,hugodel-rio@reyna.com,21eb6780-a2cf-4959-81fd-6bec09658cd0
18/10/24,CALI,Auriculares-Cancelación de ruido-4GB,594.52,2,"1,189.04",Rodrigo Aldonza Polanco,borregomitzy@hotmail.com,4b66bc0e-757f-46df-8fd9-af3d9751bd47
18/10/24,monterrey,Laptop-Ultraliviana-8GB,1612.96,1,"1,612.96",José Luis Alarcon,maximiliano11@garrido.com,0d3db73a-8164-4ea7-82ec-bc976d02b86a
18/10/24,bogotá,Teléfono-Gama alta-16GB,169.21,3,507.63,Hermelinda Clemente Sisneros,citlaliramos@roque-velasco.biz,af40dcd7-913c-4661-9539-8e5b477bae0b
18/10/24,bogotá,Laptop-Gaming-4GB,709.65,3,"2,128.95",Javier Ofelia Quintanilla Villa,sramirez@yahoo.com,8a1ce3fb-e2c2-4c33-8f15-c428f8a97642
18/10/24,bogotá,Laptop-Oficina-32GB,1750.63,5,"8,753.15",Rufino Amador Ochoa,anel99@hotmail.com,731cae55-5431-4c89-89e4-ae12557b88e2
18/10/24,Guadalajara,Teléfono-Gama media-32GB,,4,"6,259.84",Cristina Esteban Quintero,francisca45@espinal.com,fa85138f-7fb2-499a-acc2-02957ef92673
18/10/24,Medellín,Tablet-Estándar-4GB,1972.43,5,"9,862.15",Estefanía Modesto Lebron Figueroa,mauriciogarcia@gmail.com,13dacdaa-eb35-4a33-acaf-5c98625d9304
18/10/24,Ciudad de Mexico,Tablet-Estándar-8GB,2431.8,2,"4,863.60",Carlos Esteban Nieves Zarate,enriqueaguirre@tamayo-roldan.com,748ca89e-cc7c-4b74-9211-5c7153943bea
18/10/24,Guadalajara,Laptop-Gaming-16GB,904.01,1,904.01,Sr(a). David Preciado,fheredia@amador.biz,ef211983-e418-498f-bd94-b407618f19f2
18/10/24,CALI,Laptop-Ultraliviana-32GB,700.55,5,"3,502.75",Bianca Ávalos Cantú,hborrego@hotmail.com,46208692-578c-41c7-a7ca-6da2fc87ff43
18/10/24,Medellín,Tablet-Estándar-16GB,1034.4,1,"1,034.40",Veronica Jurado Gonzales,ivenegas@club.com,c959873c-5ee3-4647-bd0b-df86bd37e523
19/10/24,CALI,Tablet-Estándar-32GB,902.5,3,"2,707.50",Dr. Estefanía Piña,colladomercedes@yahoo.com,a735a980-0215-4741-924f-a6525c85f916
19/10/24,CALI,Auriculares-Con cable-32GB,713.75,3,"2,141.25",Alfredo Cintron,felicianoirene@gmail.com,298b36d0-dae0-4465-94e0-f5a242f44bd5
19/10/24,monterrey,Teléfono-Gama alta-4GB,2484.74,5,"12,423.70",Daniel Campos,jossolorzano@berrios.info,826d9505-bc85-407f-95a3-b12b5fe5566b
19/10/24,Guadalajara,Laptop-Oficina-32GB,2182.83,4,"8,731.32",Olivia Zavala,isabelmunguia@de.com,1bb7ccf0-5ad1-49e5-831c-01f403e1e8ae
19/10/24,Guadalajara,Teléfono-Gama alta-4GB,2329.03,4,"9,316.12",Estela Zamora Téllez,luisaquintanilla@regalado-tejeda.com,8ce73f48-2cc5-4586-974b-db612bc9d6ae
19/10/24,bogotá,Teléfono-Gama alta-32GB,130.05,1,130.05,Eric Amador Santiago,barrazaclaudia@hotmail.com,b07b2920-9fbe-4a2c-ab22-d232c3ad228c
19/10/24,Guadalajara,Teléfono-Gama baja-32GB,1564.37,1,"1,564.37",Vanesa Valverde Gaona,rodriguezluis@corporacin.com,57a6f553-cfd0-401a-ab8d-e08db3b7b54c
19/10/24,CALI,Auriculares-Con cable-32GB,2317.94,4,"9,271.76",Lic. Alfredo Florez,franciscaarredondo@club.com,e17b8e31-1444-4e73-8d2e-98e479a23fab
19/10/24,bogotá,Laptop-Gaming-16GB,722.95,3,"2,168.85",Alejandro Hermelinda Mondragon Alvarado,tcamarillo@gmail.com,a84bc74c-2d98-4331-a5a9-c762bb61fb2e
19/10/24,Ciudad de Mexico,Auriculares-Bluetooth-32GB,242.27,1,242.27,Ing. Guadalupe Borrego,isuarez@rodriguez.info,a87e348f-adbc-474d-84ab-934239890915
19/10/24,Guadalajara,Tablet-Pro-4GB,1279.5,2,"2,559.00",Carmen Macías,zmelgar@corporacin.com,d9c044d0-2d9f-4974-b4ef-0cbae299e695
20/10/24,Ciudad de Mexico,Tablet-Estándar-4GB,2299.22,5,"11,496.10",Sr(a). Manuel Torrez,zbarajas@industrias.com,ed2140fd-8a01-4a73-bd2d-02153d2e7f26
20/10/24,Ciudad de Mexico,Auriculares-Con cable-8GB,1077.13,5,"5,385.65",Minerva Lorena Santana Botello,cintronbernabe@grupo.biz,1c3f2222-1db8-46db-876a-6f85812ebbbf
20/10/24,Ciudad de Mexico,Tablet-Estándar-8GB,1956,5,"9,780.00",Nadia Fernando Guerra Arroyo,zedilloamador@yahoo.com,78bdd5ec-2c8a-49c9-918e-bfe3147b65c3
20/10/24,CALI,Tablet-Pro-8GB,2224.57,5,"11,122.85",Abraham Loera Mondragon,rosaliapizarro@narvaez.com,05462222-2134-4569-8058-16e2b626c19b
20/10/24,TULUM,Laptop-Ultraliviana-8GB,1840.11,1,"1,840.11",Mtro. Bianca Mayorga,maganafabiola@hinojosa-meraz.com,028c3012-bbb3-43aa-964f-69aba65f05aa
20/10/24,Ciudad de Mexico,Laptop-Ultraliviana-32GB,2081.9,1,"2,081.90",Esperanza Victoria Rendon,ortaasuncion@laboratorios.org,b3ac9ad7-3336-45ee-8e9c-45dd90295e61
20/10/24,Guadalajara,Auriculares-Con cable-16GB,320.64,5,"1,603.20",Agustín Esparza,octavio81@granados.biz,a8f00c77-f3a2-4ae2-a236-7df93148023d
20/10/24,Guadalajara,Laptop-Oficina-16GB,318.76,3,956.28,Guillermina Bañuelos Varela,lucasirizarry@corporacin.com,b87357bf-0adf-494c-9fb2-d5fb5810088e
20/10/24,Ciudad de Mexico,Auriculares-Con cable-16GB,474.59,4,"1,898.36",Alejandro Tomas Arellano,cfajardo@ferrer-candelaria.net,1abba075-8634-44a4-b6c5-0ea6c8708df0
20/10/24,CALI,Auriculares-Bluetooth-16GB,2430.43,5,"12,152.15",Ana Perla Zavala Laboy,benavidezgabino@hotmail.com,972e7cf2-8e0a-43e6-a952-bbda3382870a
20/10/24,Medellín,Auriculares-Cancelación de ruido-8GB,270.83,3,812.49,Sr(a). Ricardo Velasco,yeni97@hotmail.com,ec133e61-2767-4fb0-ab9c-665b9e47a3d2
21/10/24,monterrey,Teléfono-Gama baja-16GB,121.68,2,243.36,Abril Julio Torrez Segovia,xsaenz@hotmail.com,0281b754-3298-47cb-85b3-b7e7a8c57bab
21/10/24,CALI,Tablet-Mini-8GB,392.86,2,785.72,Bruno Samuel Acosta Rascon,irene40@bustos.info,5eb46f68-93f4-40bf-ade8-2f3822a7d3fe
21/10/24,TULUM,Laptop-Ultraliviana-8GB,1807.14,5,"9,035.70",Octavio Santacruz Lucero,marisoldominguez@yahoo.com,4473af02-2d6e-42ae-8fd6-1e6eb2b0c846
21/10/24,Guadalajara,Laptop-Gaming-8GB,1604.02,5,"8,020.10",Alma Mondragon Elizondo,margarita66@hotmail.com,a12e4ea3-c46c-4bfd-9028-7458aa0b25d1
21/10/24,Medellín,Teléfono-Gama baja-32GB,72.75,3,218.25,Omar Irene Corral,agamboa@corporacin.com,41fe435e-4e1c-498f-8112-8a52ebd37db7
22/10/24,Ciudad de Mexico,Laptop-Oficina-8GB ,1524.07,1,"1,524.07",Abelardo Héctor Brito Solorzano,eugenia47@de.com,ac86de05-18a9-4269-876c-d1c20900fd8f
